OID_,OID_,Point_ID,long,lat,OC,unwanted_cover_percentage,unwanted_cover
0,0,10031000,43.602587271268895,58.07080334836792,0.0,0,0.0
1,1,10031001,-2.477498236336741,48.57761972473484,0.0,0,0.3135850694444444
2,2,10031002,56.04084205251499,61.37212710622287,0.0,0,0.1065340909090909
3,3,10031003,5.306098157653857,60.65069288747068,0.0,0,38.19885935143286
4,4,10031004,46.56723293008842,44.82714841619782,0.0,0,0.0
5,5,10031005,31.78880004338203,50.54073075894036,0.0,0,0.0
6,6,10031006,44.51175776439803,55.96738287288819,0.0,0,0.0
7,7,10031007,34.55501283178471,64.74408174226345,0.0,0,65.37718778786682
8,8,10031008,45.83190904158892,54.13613282841347,0.0,0,0.028669724770642203
9,9,10031009,10.258058911472608,51.51176836676496,0.0,0,36.09759467512497
10,10,10031010,26.57020445094291,48.52363705056379,0.0,0,0.0
11,11,10031011,-8.941613086731094,54.09508176556389,0.0,0,2.128835330428467
12,12,10031012,31.107732907079875,47.10649221143799,0.0,0,0.0
13,13,10031013,38.26169140442249,57.618105391882175,0.0,0,0.36893433844125884
14,14,10031014,24.00077451018045,61.51588107976981,0.0,0,3.186643078283945
15,15,10031015,19.652705720106912,52.24771733334308,0.0,0,0.9111048265460031
16,16,10031016,-4.099929923806961,41.09046490801279,0.0,0,0.0
17,17,10031017,39.70830483464506,61.282131315789634,0.0,0,0.0
18,18,10031018,54.966738020606776,65.41571159171505,0.0,0,0.0
19,19,10031019,5.537259605549548,60.98970829047951,0.0,0,0.04734848484848485
20,20,10031020,33.07502293292654,46.65360320649194,0.0,0,1.0248655913978495
21,21,10031021,44.96109623630773,44.67307854089726,0.0,0,0.6323529411764706
22,22,10031022,48.295803676783805,53.05227384465288,0.0,0,0.0
23,23,10031023,28.357627275040976,54.18393774046907,0.0,0,1.4959412664148226
24,24,10031024,-5.426656175506985,39.096367695437365,0.0,0,1.335111788617886
25,25,10031025,13.590499965452317,56.19311555892389,0.0,0,0.019661125319693093
