OID_,OID_,Point_ID,long,lat,OC,unwanted_cover_percentage,unwanted_cover
0,0,10098000,47.56628152869453,66.3238899087821,0.0,0,64.16910989079174
1,1,10098001,33.447104743611426,55.71775793986526,0.0,0,0.0
2,2,10098002,29.88170575664979,57.02782278704096,0.0,0,0.3703703703703704
3,3,10098003,2.2437867295537526,44.60484574248037,0.0,0,14.372208605664486
4,4,10098004,24.777188304136104,53.89019835911197,0.0,0,0.15768348623853212
5,5,10098005,-2.9955557517451816,36.80687555168359,0.0,0,2.1985138992305786
6,6,10098006,44.98022846079284,54.06265833531295,0.0,0,9.91625816993464
7,7,10098007,40.38216550205008,56.608367130404446,0.0,0,4.519681795131845
8,8,10098008,44.46401130143072,59.4402916222649,0.0,0,0.0
9,9,10098009,47.67712380036821,43.5339024644576,0.0,0,98.45132318661798
10,10,10098010,34.23912591501449,55.12438442976988,0.0,0,0.3346913089560148
11,11,10098011,45.07018096283901,64.62915086978921,0.0,0,1.1075881694959864
12,12,10098012,46.92216328938229,47.702572354262976,0.0,0,0.0
13,13,10098013,-2.222125796630986,52.14080054249086,0.0,0,12.50523510375024
14,14,10098014,51.01117931583381,52.015313949152855,0.0,0,0.358485627260613
15,15,10098015,-5.939674069746386,56.388185421804295,0.0,0,0.14816810344827586
16,16,10098016,53.19405430273007,61.015490073303184,0.0,0,0.0
17,17,10098017,15.358100310325806,61.33907759863715,0.0,0,5.036948990122365
18,18,10098018,-1.1627219745222783,43.07845683210255,0.0,0,0.07198210849326468
19,19,10098019,22.15294121021484,46.597181783144414,0.0,0,0.0
20,20,10098020,23.03345589186284,38.85008538103808,0.0,0,97.93466504800867
21,21,10098021,49.13916156584458,52.1877084044114,0.0,0,1.3736684577677227
22,22,10098022,5.378133133436163,48.49416285862557,0.0,0,2.6925679125816986
23,23,10098023,14.57341354608204,52.31276207667857,0.0,0,18.42789639894419
24,24,10098024,-2.829393396535762,42.01976798766808,0.0,0,0.0
25,25,10098025,48.25672987035619,41.81662076429244,0.0,0,0.0
26,26,10098026,16.733640983687998,39.24995517566989,0.0,0,0.24681671449067433
27,27,10098027,41.74299703602136,61.78534086666103,0.0,0,0.0
28,28,10098028,-8.772935168741464,43.14262753852717,0.0,0,0.07183908045977011
29,29,10098029,17.0749257962521,47.20142181204067,0.0,0,1.1526778264497284
30,30,10098030,47.23466596792308,53.43005980692652,0.0,0,0.40819131390874097
31,31,10098031,55.98131906960722,51.1352979077564,0.0,0,0.0
32,32,10098032,-2.0113501637511657,53.60953513140434,0.0,0,0.1706523730987722
33,33,10098033,25.406609793910278,55.7004451746145,0.0,0,0.14906515703626586
34,34,10098034,41.68640135364669,48.2962470489455,0.0,0,0.0
35,35,10098035,15.379957651410995,53.52509228188841,0.0,0,0.36507009345794394
36,36,10098036,41.10857688192905,65.70500465911954,0.0,0,39.88330170777994
37,37,10098037,21.50380148328786,68.07477936983693,0.0,0,17.43440023068051
38,38,10098038,43.715947006459714,54.3871343503463,0.0,0,3.870412844036697
39,39,10098039,25.19099362143888,51.86931407477216,0.0,0,63.75765931372559
40,40,10098040,50.76018049977641,54.97419079513786,0.0,0,0.0
41,41,10098041,57.22064413351632,59.65784958092256,0.0,0,0.0
42,42,10098042,13.92613515168575,42.2769131681264,0.0,0,0.868530551755586
43,43,10098043,18.779119999075625,64.9119354253292,0.0,0,8.93002450980392
44,44,10098044,42.63925561891748,47.75668790972982,0.0,0,99.88222394220807
45,45,10098045,1.2848224701016324,45.683796309135104,0.0,0,0.08585164835164835
46,46,10098046,32.82572429872129,47.933488374177536,0.0,0,0.0
47,47,10098047,43.285033583112345,57.48152932077544,0.0,0,0.5330882352941175
48,48,10098048,26.300118887346,53.88999982763316,0.0,0,0.0
49,49,10098049,31.58983617406984,63.63184164663533,0.0,0,0.09310321350762528
50,50,10098050,35.19462297968071,58.49126724378616,0.0,0,10.162729026036642
51,51,10098051,-8.290395391554718,54.441995116767146,0.0,0,2.6133859507105597
52,52,10098052,23.481462846691088,37.98854256714876,0.0,0,37.73533950617287
53,53,10098053,31.12183931007697,48.12183774576672,0.0,0,0.34539473684210525
54,54,10098054,21.948704496694923,56.12135811121534,0.0,0,0.3026638286893705
55,55,10098055,5.178648822715075,60.85846237506375,0.0,0,4.817860350246969
56,56,10098056,-2.958314908031037,48.53178627764895,0.0,0,4.998148999183007
57,57,10098057,44.527542087553165,50.43597247722301,0.0,0,0.46660539215686275
58,58,10098058,24.63508995853373,69.56699283368502,0.0,0,48.052173738347896
59,59,10098059,45.9594632315117,49.18524102755339,0.0,0,0.0
60,60,10098060,24.16052386077774,63.741883488314855,0.0,0,6.094090413943357
61,61,10098061,12.560983731287903,61.32167036268569,0.0,0,0.4533853014890166
62,62,10098062,28.56758739143204,54.30688404231275,0.0,0,0.15200575643101277
63,63,10098063,18.93585126676963,49.659781389151576,0.0,0,0.046620046620046623
64,64,10098064,3.26753335733164,39.43578265806694,0.0,0,11.583023269548786
65,65,10098065,56.30009888246718,51.23014154812892,0.0,0,0.0
66,66,10098066,13.336202642519345,45.88672284139268,0.0,0,9.150215792838875
67,67,10098067,-3.169889989721375,52.88513287498955,0.0,0,0.0744047619047619
68,68,10098068,9.725809808122074,56.86254180609277,0.0,0,0.34900059161595676
69,69,10098069,51.69445712811093,59.65498729285856,0.0,0,0.0
