OID_,OID_,Point_ID,long,lat,OC,unwanted_cover_percentage,unwanted_cover
0,0,10047000,34.31912247537474,55.20310524251278,0.0,0,42.430026698179226
1,1,10047001,33.36037659048758,60.58011503012254,0.0,0,11.919777526395153
2,2,10047002,19.53519657232397,49.85849659733806,0.0,0,0.225787284610814
3,3,10047003,-3.170358782437044,41.60810738642645,0.0,0,0.0
4,4,10047004,0.8686225780659301,43.43231276214309,0.0,0,1.1013986013986015
5,5,10047005,52.8182668954536,52.021547316593576,0.0,0,0.0
6,6,10047006,21.21151447001997,53.78974279659078,0.0,0,7.381001466006966
7,7,10047007,-0.1454426144532036,51.92578717035468,0.0,0,0.7624809632590898
8,8,10047008,17.653534577180793,40.3756518988606,0.0,0,0.2388246965452848
9,9,10047009,22.88269776204422,67.83823506136508,0.0,0,0.2496301775147929
10,10,10047010,-3.454229257540047,53.03354976693928,0.0,0,0.16214622641509435
11,11,10047011,44.71162164780716,50.23699693756172,0.0,0,0.0
12,12,10047012,24.913736689284534,52.08642702822995,0.0,0,22.72164875565616
13,13,10047013,44.160743108853865,43.87329405355038,0.0,0,0.0
14,14,10047014,37.13814488666877,62.72747431444809,0.0,0,26.072524333474433
15,15,10047015,15.488114579874528,40.37173827566739,0.0,0,0.0
16,16,10047016,10.354273517297766,48.707094402546126,0.0,0,5.771612030228742
17,17,10047017,7.908825419265759,49.53117060300915,0.0,0,0.9649484793917567
18,18,10047018,3.4764144336038774,44.59885031817267,0.0,0,0.6830386649041639
19,19,10047019,44.64152137981238,47.127171688906685,0.0,0,0.0
20,20,10047020,25.68386716370677,50.37184685211659,0.0,0,0.78125
21,21,10047021,31.220758848229572,46.71006331545082,0.0,0,0.7883328062407758
22,22,10047022,48.71329205883487,68.93936679717318,0.0,0,1.4667671844018506
23,23,10047023,-0.2407324600891179,48.81843162045181,0.0,0,1.0309278350515463
24,24,10047024,28.83348162497737,47.07630127817272,0.0,0,18.474916562369636
25,25,10047025,30.900027819111884,69.17715999623066,0.0,0,10.636844123124114
26,26,10047026,19.8499309753338,41.11784610867522,0.0,0,0.0
27,27,10047027,46.49655903389622,50.27766016175816,0.0,0,0.14204545454545456
28,28,10047028,30.429353718403476,46.8942311282559,0.0,0,16.20499845926791
29,29,10047029,30.03381131816204,59.47421214308192,0.0,0,0.30627528789293496
30,30,10047030,46.388794074022,43.64310637847562,0.0,0,3.9285316399286985
31,31,10047031,27.66005149340287,55.35599427128236,0.0,0,0.9611891631652661
32,32,10047032,17.680222369564945,44.07280195635535,0.0,0,0.0
33,33,10047033,43.7223895969657,45.61871791530504,0.0,0,0.195050801385643
34,34,10047034,15.81717097940959,58.300083455228005,0.0,0,6.865206123432979
35,35,10047035,31.96611512864309,62.98922686024165,0.0,0,20.098214285714363
36,36,10047036,19.693647999599023,51.56442764583616,0.0,0,3.633278066128412
37,37,10047037,50.92084252904283,58.90146468999247,0.0,0,11.901901004304124
38,38,10047038,13.100539436905027,48.13773948895492,0.0,0,1.219814241486068
39,39,10047039,13.327458573746757,49.2996604290631,0.0,0,1.1987062866383666
40,40,10047040,25.10696793414445,66.37631401492969,0.0,0,0.37342767295597484
41,41,10047041,32.24172658885135,58.54876661360324,0.0,0,3.760095226615235
42,42,10047042,39.37770609176759,50.9585759737552,0.0,0,0.21512813046010484
43,43,10047043,26.402121255394093,43.49540950051698,0.0,0,0.05215296345811052
44,44,10047044,29.293947664234423,52.22012419675835,0.0,0,0.4206730769230769
45,45,10047045,30.24979001624529,47.91743043966057,0.0,0,10.48452012383901
46,46,10047046,24.082921573968253,42.9540557555839,0.0,0,0.05387931034482758
47,47,10047047,13.523720801960366,48.06643649624585,0.0,0,2.136158410732714
48,48,10047048,42.08639496526352,44.29130958288757,0.0,0,0.05266853932584269
49,49,10047049,47.51676801630027,52.320543339437535,0.0,0,1.5889540912518854
50,50,10047050,-7.187082392482709,39.41113801837784,0.0,0,0.2378497130559541
51,51,10047051,-7.53551452099421,38.71880133720556,0.0,0,0.48225308641975306
52,52,10047052,60.17951868219244,51.65887536929949,0.0,0,0.0
53,53,10047053,27.71164598860121,42.7721640078676,0.0,0,0.0
54,54,10047054,22.907790020722786,44.9567610512084,0.0,0,0.22365196078431376
55,55,10047055,31.22957862585105,62.80723220020384,0.0,0,6.789434523809525
56,56,10047056,0.0370957420197382,45.3551175147684,0.0,0,0.7726648351648352
57,57,10047057,56.808412086107175,61.14078271454054,0.0,0,0.0
58,58,10047058,29.111665609448178,68.17738946541007,0.0,0,0.5132008943928449
59,59,10047059,15.611514342837989,58.16687337852832,0.0,0,1.7887561274509807
60,60,10047060,33.07097465881913,46.75585988725974,0.0,0,67.92259645793796
61,61,10047061,24.027924396417387,62.91923321037789,0.0,0,0.8460259103641458
62,62,10047062,-8.443896166759256,41.866045692721045,0.0,0,0.7536764705882353
63,63,10047063,36.21168888390808,54.526425229966016,0.0,0,10.151960784313712
64,64,10047064,52.219117028119705,60.40636815021368,0.0,0,35.078231874144805
65,65,10047065,35.411204043600186,66.56083906109595,0.0,0,13.769148284313745
