OID_,OID_,Point_ID,long,lat,OC,unwanted_cover_percentage,unwanted_cover
0,0,10063000,8.545584328981468,61.36958712745369,0.0,0,44.85467061318445
1,1,10063001,27.27347142722992,48.56592231408198,0.0,0,6.437525531045753
2,2,10063002,9.685699888657815,52.007454120340334,0.0,0,14.120264610698644
3,3,10063003,5.2920305272832,47.5405075560876,0.0,0,0.03324468085106383
4,4,10063004,22.271346585563027,61.37211785307819,0.0,0,0.08223684210526315
5,5,10063005,12.686289800593888,64.78214687475051,0.0,0,0.7098384655875773
6,6,10063006,-0.251908638827661,43.549716602402135,0.0,0,0.970643939393939
7,7,10063007,8.6933899433287,56.11700832990351,0.0,0,0.28890393876848985
8,8,10063008,41.7743431862342,47.41527228902436,0.0,0,1.8822356070087611
9,9,10063009,23.02269779166363,49.61665780292436,0.0,0,4.380090497737556
10,10,10063010,52.86895243655275,55.23644269432877,0.0,0,0.0
11,11,10063011,10.273031028269957,59.27697515586856,0.0,0,0.47831070889894417
12,12,10063012,27.012368095016072,63.994324422591255,0.0,0,7.372084178498986
13,13,10063013,10.505011715089276,63.37095779789232,0.0,0,0.712326888797477
14,14,10063014,-6.503473709664712,56.64338524251741,0.0,0,0.9195402298850575
15,15,10063015,13.738813606052592,57.55587261539368,0.0,0,0.23834745762711865
16,16,10063016,9.252186219837816,53.03188833083438,0.0,0,0.19162735849056603
17,17,10063017,9.366935430514138,46.49936871181285,0.0,0,32.97280202403543
18,18,10063018,35.41550867264977,63.01983544413645,0.0,0,18.30478201919064
19,19,10063019,56.391916153502805,56.17769788043964,0.0,0,0.025309036658141517
20,20,10063020,30.10341617188202,67.51384340332852,0.0,0,0.687668780086885
21,21,10063021,24.192671980753502,60.665614999025685,0.0,0,25.918127828054295
22,22,10063022,37.62786866417594,63.55342704471105,0.0,0,20.310786027697723
23,23,10063023,27.566575779043387,65.70896948165806,0.0,0,0.0
24,24,10063024,25.97437251696673,38.47247771159379,0.0,0,1.2770061728395061
25,25,10063025,30.09248311766762,57.37710393729678,0.0,0,0.032402791625124626
26,26,10063026,10.11954487737707,46.861447089684745,0.0,0,35.90178947923256
27,27,10063027,13.192719475513409,46.93222627068837,0.0,0,8.474675229893444
28,28,10063028,13.343009526831931,47.665325306126654,0.0,0,0.0
29,29,10063029,19.89422524840144,66.47483499188282,0.0,0,0.7367970773214946
30,30,10063030,48.46826952160173,43.054126099372986,0.0,0,100.34278510254704
31,31,10063031,47.3293110181755,52.30476843695358,0.0,0,1.4382002801120441
32,32,10063032,13.90659266300606,41.55089656218392,0.0,0,2.902249134948096
33,33,10063033,31.208998653352804,47.11762615058723,0.0,0,0.05857316044697449
34,34,10063034,42.01426309420491,45.59926472035372,0.0,0,6.958023594053006
35,35,10063035,47.71408061165338,51.66701156219443,0.0,0,0.015169902912621358
36,36,10063036,36.126298385024064,69.00341907325972,0.0,0,33.109612524785184
37,37,10063037,8.706655799370719,44.52607121358891,0.0,0,6.61468660497907
38,38,10063038,-4.064308183014315,57.64703127560416,0.0,0,3.764983934750374
39,39,10063039,27.05249128860391,46.67262105301991,0.0,0,0.39479232553236354
40,40,10063040,25.939578735518825,51.020509058872506,0.0,0,0.6188118811881188
41,41,10063041,-8.95199575785723,51.84376718755824,0.0,0,0.13442867811799852
42,42,10063042,21.695249047788405,42.07185807860756,0.0,0,5.299524221453288
43,43,10063043,32.339162868299056,47.84315518818963,0.0,0,0.0
44,44,10063044,34.72523096684523,49.331362045377816,0.0,0,0.09203681472589036
45,45,10063045,28.29625400316472,58.94331107987706,0.0,0,0.1422266060895903
46,46,10063046,40.84461386512544,54.042201012117616,0.0,0,1.0026325344952796
47,47,10063047,6.380344501804304,60.74945934101084,0.0,0,42.51131221719449
48,48,10063048,48.50145309505919,60.00609043733649,0.0,0,0.0
