OID_,OID_,Point_ID,long,lat,OC,unwanted_cover_percentage,unwanted_cover
0,0,10094000,22.29595562276696,45.81910354442339,0.0,0,1.067792501616031
1,1,10094001,46.42637418178856,43.67761157914586,0.0,0,15.507394719251336
2,2,10094002,12.454530080038593,53.03605828727633,0.0,0,4.136202830188678
3,3,10094003,36.056864315394265,49.680833510174814,0.0,0,3.763492770845712
4,4,10094004,46.944327805362754,50.77191277635757,0.0,0,1.9768995098039213
5,5,10094005,24.850258167697245,69.89051123522033,0.0,0,68.7313195548485
6,6,10094006,16.581777108102397,43.77353397601456,0.0,0,1.113942736185383
7,7,10094007,9.21881116180964,54.86056966895111,0.0,0,0.22522522522522523
8,8,10094008,39.33954917301605,52.23626173552084,0.0,0,14.64154411764707
9,9,10094009,22.87295474367661,38.35241938319025,0.0,0,0.0
10,10,10094010,-3.765188262880256,50.95346727190525,0.0,0,0.2970903708017861
11,11,10094011,19.345853112216645,53.24616369888112,0.0,0,1.821227322704783
12,12,10094012,45.88479764231872,44.68630857751111,0.0,0,0.0
13,13,10094013,2.985803841614653,44.18312561072396,0.0,0,0.17286084701815038
14,14,10094014,37.15974981721429,54.77791043178279,0.0,0,0.0
15,15,10094015,34.699713944253865,47.936236517118616,0.0,0,0.03289473684210526
16,16,10094016,33.52083021152746,50.76675749022943,0.0,0,6.559620098039212
17,17,10094017,21.496107543886072,39.6235405866716,0.0,0,0.7344491086518017
18,18,10094018,54.85647665232557,60.60853565651505,0.0,0,0.0
19,19,10094019,-1.3634566075771135,53.06293720249541,0.0,0,13.713119681835002
20,20,10094020,6.835033030843419,51.45253807195637,0.0,0,25.956893679802008
21,21,10094021,-5.201500990479462,38.15209327732246,0.0,0,0.0
22,22,10094022,27.01455793353358,55.42465250970941,0.0,0,1.1305960437272253
23,23,10094023,44.55042634616145,50.27682250249465,0.0,0,0.0
24,24,10094024,17.222726852387098,49.57413411400105,0.0,0,28.98333828480888
25,25,10094025,43.16815828598234,58.36163865835843,0.0,0,0.0
26,26,10094026,35.2435443121065,51.27067940236227,0.0,0,0.47957920792079206
27,27,10094027,-6.32991163532687,41.10890701016634,0.0,0,0.11540032679738564
